year,item,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
2016,number_of_people_dying,both,281,23,17,12,10,10,10,9,8,8,8,8,7,8,10,13,18,23,26,28,28,29,31,34,37,40,42,43,44,46,50,54,58,61,64,67,71,76,83,92,102,110,119,126,136,148,162,179,197,215,235,254,272,290,312,336,360,385,414,447,481,517,553,592,638,690,754,819,893,973,"1,065","1,188","1,339","1,512","1,700","1,896","2,104","2,325","2,567","2,823","3,073","3,322","3,561","3,778","3,976","4,140","4,256","4,317","4,314","4,244","4,103","3,894","3,621","3,295","2,929","2,539","2,143","1,757","1,398","1,077","2,453"
2016,number_of_people_dying,male,305,28,19,14,11,10,10,10,9,9,9,9,9,9,11,16,22,30,35,36,35,36,39,44,49,53,55,56,58,60,63,67,71,75,78,81,85,93,104,119,134,147,158,169,184,204,225,250,277,306,337,366,393,419,451,486,521,558,602,651,699,748,798,853,918,988,"1,070","1,153","1,245","1,340","1,451","1,605","1,792","1,999","2,211","2,422","2,643","2,876","3,124","3,360","3,560","3,736","3,884","3,983","4,029","4,044","4,003","3,903","3,745","3,532","3,271","2,969","2,639","2,294","1,947","1,610","1,297","1,015",770,566,"1,138"
2016,number_of_people_dying,female,255,18,14,11,9,9,9,8,7,7,7,7,6,6,8,11,13,15,17,20,22,22,23,24,26,28,29,29,30,32,36,40,44,47,50,53,56,58,62,65,69,74,79,83,87,93,100,107,116,125,134,143,152,162,173,186,199,212,226,243,263,285,308,331,359,393,437,485,541,606,680,771,886,"1,025","1,188","1,370","1,565","1,773","2,010","2,285","2,585","2,908","3,237","3,574","3,924","4,235","4,509","4,730","4,883","4,955","4,936","4,818","4,603","4,296","3,912","3,468","2,989","2,500","2,026","1,588","3,768"
2017,expectation_of_life_at_age,both,82.7,81.9,80.9,79.9,79.0,78.0,77.0,76.0,75.0,74.0,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.1,64.1,63.1,62.1,61.1,60.1,59.2,58.2,57.2,56.2,55.3,54.3,53.3,52.3,51.4,50.4,49.4,48.4,47.5,46.5,45.5,44.6,43.6,42.7,41.7,40.7,39.8,38.8,37.9,37.0,36.0,35.1,34.2,33.2,32.3,31.4,30.5,29.6,28.7,27.8,26.9,26.0,25.1,24.2,23.4,22.5,21.6,20.8,19.9,19.1,18.2,17.4,16.6,15.8,15.0,14.2,13.4,12.7,12.0,11.3,10.6,9.9,9.3,8.7,8.1,7.6,7.1,6.6,6.1,5.7,5.3,4.9,4.6,4.2,3.9,3.6,3.4,3.1,2.9,2.7,2.5,2.4,2.2
2017,expectation_of_life_at_age,male,79.7,78.9,77.9,76.9,75.9,75.0,74.0,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.1,62.1,61.1,60.1,59.1,58.2,57.2,56.2,55.2,54.3,53.3,52.3,51.3,50.4,49.4,48.4,47.5,46.5,45.5,44.6,43.6,42.7,41.7,40.7,39.8,38.8,37.9,37.0,36.0,35.1,34.2,33.3,32.4,31.4,30.6,29.7,28.8,27.9,27.0,26.2,25.3,24.4,23.6,22.8,21.9,21.1,20.3,19.4,18.6,17.8,17.0,16.3,15.5,14.7,14.0,13.2,12.5,11.8,11.1,10.5,9.8,9.2,8.7,8.1,7.6,7.1,6.6,6.2,5.8,5.4,5.0,4.7,4.3,4.0,3.8,3.5,3.3,3.0,2.8,2.6,2.5,2.3,2.2,2.0
2017,expectation_of_life_at_age,female,85.7,84.9,83.9,82.9,82.0,81.0,80.0,79.0,78.0,77.0,76.0,75.0,74.0,73.0,72.0,71.0,70.0,69.0,68.0,67.1,66.1,65.1,64.1,63.1,62.1,61.1,60.1,59.2,58.2,57.2,56.2,55.2,54.3,53.3,52.3,51.3,50.3,49.4,48.4,47.4,46.5,45.5,44.5,43.6,42.6,41.6,40.7,39.7,38.8,37.8,36.8,35.9,34.9,34.0,33.0,32.1,31.1,30.2,29.3,28.3,27.4,26.4,25.5,24.6,23.7,22.7,21.8,20.9,20.0,19.1,18.3,17.4,16.5,15.7,14.8,14.0,13.2,12.4,11.7,10.9,10.2,9.5,8.9,8.3,7.7,7.1,6.6,6.1,5.7,5.2,4.8,4.5,4.1,3.8,3.5,3.3,3.0,2.8,2.6,2.4,2.3
2017,probability_of_dying,both,0.00274,0.00021,0.00016,0.00012,0.00011,0.00011,0.00010,0.00009,0.00007,0.00007,0.00007,0.00007,0.00008,0.00009,0.00011,0.00013,0.00017,0.00021,0.00024,0.00026,0.00027,0.00028,0.00030,0.00032,0.00035,0.00038,0.00040,0.00042,0.00044,0.00047,0.00049,0.00051,0.00054,0.00057,0.00061,0.00065,0.00070,0.00075,0.00081,0.00088,0.00095,0.00103,0.00112,0.00122,0.00133,0.00146,0.00160,0.00176,0.00194,0.00214,0.00234,0.00253,0.00268,0.00284,0.00305,0.00334,0.00364,0.00392,0.00416,0.00443,0.00476,0.00516,0.00559,0.00606,0.00659,0.00722,0.00792,0.00875,0.00962,0.01056,0.01156,0.01285,0.01467,0.01705,0.01983,0.02278,0.02575,0.02914,0.03309,0.03775,0.04311,0.04919,0.05619,0.06388,0.07208,0.08129,0.09141,0.10247,0.11452,0.12759,0.14170,0.15688,0.17312,0.19041,0.20871,0.22799,0.24817,0.26915,0.29084,0.31309,1.00000
2017,probability_of_dying,male,0.00302,0.00021,0.00016,0.00013,0.00013,0.00013,0.00013,0.00011,0.00009,0.00008,0.00008,0.00008,0.00009,0.00010,0.00012,0.00016,0.00022,0.00028,0.00032,0.00033,0.00035,0.00037,0.00040,0.00044,0.00047,0.00050,0.00053,0.00056,0.00059,0.00061,0.00064,0.00065,0.00067,0.00070,0.00074,0.00080,0.00087,0.00096,0.00104,0.00113,0.00123,0.00133,0.00146,0.00161,0.00180,0.00201,0.00222,0.00245,0.00272,0.00303,0.00334,0.00366,0.00394,0.00422,0.00457,0.00502,0.00551,0.00596,0.00634,0.00674,0.00722,0.00781,0.00844,0.00912,0.00989,0.01081,0.01182,0.01301,0.01417,0.01541,0.01676,0.01852,0.02101,0.02428,0.02815,0.03217,0.03614,0.04063,0.04590,0.05208,0.05893,0.06640,0.07469,0.08372,0.09323,0.10377,0.11516,0.12743,0.14060,0.15469,0.16969,0.18561,0.20243,0.22014,0.23870,0.25808,0.27822,0.29907,0.32055,0.34257,1.00000
2017,probability_of_dying,female,0.00244,0.00020,0.00015,0.00012,0.00010,0.00009,0.00008,0.00007,0.00006,0.00005,0.00006,0.00007,0.00007,0.00008,0.00009,0.00010,0.00012,0.00014,0.00016,0.00018,0.00019,0.00019,0.00020,0.00021,0.00023,0.00026,0.00027,0.00028,0.00029,0.00032,0.00035,0.00038,0.00041,0.00045,0.00048,0.00051,0.00053,0.00055,0.00059,0.00063,0.00067,0.00072,0.00078,0.00082,0.00087,0.00092,0.00099,0.00107,0.00117,0.00128,0.00135,0.00141,0.00145,0.00149,0.00158,0.00171,0.00184,0.00196,0.00207,0.00222,0.00241,0.00265,0.00291,0.00320,0.00352,0.00390,0.00433,0.00488,0.00550,0.00621,0.00695,0.00786,0.00915,0.01084,0.01279,0.01494,0.01724,0.01990,0.02300,0.02673,0.03127,0.03668,0.04315,0.05035,0.05817,0.06706,0.07696,0.08791,0.09996,0.11315,0.12750,0.14300,0.15966,0.17745,0.19633,0.21622,0.23703,0.25867,0.28100,0.30386,1.00000
2017,number_of_people_left_alive_at_age,both,"100,000","99,726","99,705","99,690","99,678","99,666","99,655","99,645","99,636","99,629","99,622","99,616","99,608","99,600","99,591","99,581","99,568","99,551","99,530","99,506","99,481","99,454","99,426","99,397","99,364","99,329","99,291","99,252","99,210","99,166","99,120","99,071","99,020","98,967","98,910","98,850","98,785","98,716","98,642","98,561","98,475","98,381","98,280","98,171","98,051","97,921","97,777","97,621","97,449","97,260","97,052","96,825","96,580","96,321","96,047","95,754","95,435","95,087","94,714","94,320","93,903","93,456","92,974","92,454","91,894","91,288","90,629","89,912","89,125","88,267","87,335","86,325","85,216","83,966","82,535","80,898","79,055","77,019","74,775","72,301","69,572","66,573","63,298","59,741","55,925","51,894","47,675","43,318","38,879","34,427","30,034","25,778","21,734","17,972","14,550","11,513","8,888","6,682","4,884","3,463","2,379"
2017,number_of_people_left_alive_at_age,male,"100,000","99,698","99,677","99,661","99,648","99,635","99,622","99,609","99,598","99,589","99,581","99,573","99,565","99,556","99,547","99,534","99,518","99,496","99,469","99,437","99,404","99,370","99,333","99,293","99,250","99,203","99,153","99,100","99,044","98,986","98,925","98,862","98,797","98,731","98,662","98,589","98,510","98,424","98,329","98,227","98,116","97,996","97,865","97,722","97,565","97,389","97,194","96,978","96,740","96,477","96,185","95,863","95,512","95,136","94,734","94,301","93,828","93,311","92,755","92,167","91,546","90,885","90,175","89,414","88,599","87,722","86,774","85,748","84,633","83,434","82,148","80,771","79,276","77,610","75,726","73,595","71,227","68,653","65,864","62,840","59,567","56,057","52,335","48,426","44,372","40,235","36,060","31,907","27,841","23,926","20,225","16,793","13,676","10,908","8,507","6,476","4,805","3,468","2,431","1,652","1,086"
2017,number_of_people_left_alive_at_age,female,"100,000","99,756","99,736","99,721","99,709","99,699","99,691","99,683","99,676","99,671","99,665","99,659","99,653","99,646","99,638","99,629","99,619","99,607","99,593","99,577","99,559","99,540","99,521","99,501","99,481","99,457","99,432","99,405","99,377","99,348","99,317","99,283","99,245","99,204","99,160","99,112","99,062","99,010","98,956","98,898","98,835","98,769","98,697","98,621","98,539","98,454","98,363","98,265","98,160","98,045","97,920","97,787","97,649","97,508","97,362","97,209","97,043","96,865","96,675","96,475","96,261","96,029","95,775","95,496","95,191","94,856","94,486","94,077","93,618","93,102","92,524","91,881","91,158","90,324","89,345","88,203","86,885","85,387","83,688","81,763","79,578","77,089","74,262","71,057","67,480","63,554","59,292","54,729","49,918","44,928","39,844","34,764","29,793","25,036","20,593","16,550","12,972","9,897","7,337","5,275","3,672"
2017,person_years_lived_between_ages,both,"99,772","99,716","99,698","99,684","99,672","99,661","99,650","99,641","99,633","99,626","99,619","99,612","99,604","99,596","99,586","99,574","99,559","99,540","99,518","99,493","99,467","99,440","99,411","99,380","99,347","99,310","99,271","99,231","99,188","99,143","99,096","99,046","98,994","98,939","98,880","98,817","98,751","98,679","98,602","98,518","98,428","98,331","98,226","98,111","97,986","97,849","97,699","97,535","97,355","97,156","96,938","96,702","96,451","96,184","95,901","95,595","95,261","94,901","94,517","94,112","93,680","93,215","92,714","92,174","91,591","90,959","90,270","89,518","88,696","87,801","86,830","85,771","84,591","83,251","81,717","79,977","78,037","75,897","73,538","70,937","68,072","64,935","61,519","57,833","53,910","49,785","45,497","41,098","36,653","32,231","27,906","23,756","19,853","16,261","13,031","10,201","7,785","5,783","4,174","2,921","5,240"
2017,person_years_lived_between_ages,male,"99,754","99,687","99,669","99,654","99,641","99,628","99,615","99,604","99,593","99,585","99,577","99,569","99,561","99,551","99,540","99,526","99,507","99,482","99,453","99,421","99,387","99,352","99,313","99,272","99,226","99,178","99,126","99,072","99,015","98,955","98,893","98,829","98,764","98,697","98,626","98,549","98,467","98,377","98,278","98,172","98,056","97,931","97,794","97,644","97,477","97,291","97,086","96,859","96,608","96,331","96,024","95,688","95,324","94,935","94,518","94,065","93,570","93,033","92,461","91,857","91,216","90,530","89,794","89,006","88,160","87,248","86,261","85,191","84,033","82,791","81,460","80,023","78,443","76,668","74,660","72,411","69,940","67,259","64,352","61,204","57,812","54,196","50,381","46,399","42,303","38,147","33,983","29,874","25,884","22,076","18,509","15,235","12,292","9,707","7,491","5,640","4,136","2,949","2,041","1,369","2,196"
2017,person_years_lived_between_ages,female,"99,791","99,746","99,728","99,715","99,704","99,695","99,687","99,679","99,673","99,668","99,662","99,656","99,649","99,642","99,634","99,624","99,613","99,600","99,585","99,568","99,550","99,530","99,511","99,491","99,469","99,445","99,418","99,391","99,363","99,333","99,300","99,264","99,225","99,182","99,136","99,087","99,036","98,983","98,927","98,866","98,802","98,733","98,659","98,580","98,496","98,408","98,314","98,213","98,103","97,983","97,854","97,718","97,578","97,435","97,286","97,126","96,954","96,770","96,575","96,368","96,145","95,902","95,635","95,343","95,023","94,671","94,281","93,847","93,360","92,813","92,202","91,520","90,741","89,835","88,774","87,544","86,136","84,537","82,726","80,670","78,333","75,675","72,659","69,268","65,517","61,423","57,010","52,323","47,423","42,386","37,304","32,278","27,414","22,814","18,572","14,761","11,434","8,617","6,306","4,474","8,285"
2017,person_years_lived_above_age,both,"8,268,809","8,169,038","8,069,322","7,969,624","7,869,940","7,770,268","7,670,608","7,570,957","7,471,317","7,371,684","7,272,059","7,172,440","7,072,828","6,973,224","6,873,628","6,774,042","6,674,468","6,574,908","6,475,368","6,375,850","6,276,357","6,176,889","6,077,449","5,978,038","5,878,657","5,779,311","5,680,000","5,580,729","5,481,498","5,382,310","5,283,167","5,184,071","5,085,025","4,986,032","4,887,093","4,788,213","4,689,395","4,590,645","4,491,966","4,393,364","4,294,846","4,196,418","4,098,087","3,999,861","3,901,750","3,803,765","3,705,916","3,608,217","3,510,682","3,413,327","3,316,171","3,219,233","3,122,530","3,026,080","2,929,895","2,833,995","2,738,400","2,643,139","2,548,238","2,453,721","2,359,609","2,265,930","2,172,714","2,080,000","1,987,826","1,896,235","1,805,276","1,715,006","1,625,488","1,536,792","1,448,991","1,362,160","1,276,390","1,191,798","1,108,548","1,026,831","946,855","868,817","792,920","719,381","648,445","580,373","515,437","453,918","396,085","342,175","292,390","246,894","205,796","169,143","136,912","109,006","85,249","65,396","49,136","36,104","25,904","18,118","12,335","8,162","5,240"
2017,person_years_lived_above_age,male,"7,966,993","7,867,239","7,767,552","7,667,883","7,568,228","7,468,587","7,368,959","7,269,344","7,169,740","7,070,147","6,970,562","6,870,985","6,771,416","6,671,855","6,572,303","6,472,763","6,373,237","6,273,730","6,174,248","6,074,795","5,975,374","5,875,987","5,776,636","5,677,322","5,578,051","5,478,825","5,379,647","5,280,520","5,181,448","5,082,433","4,983,478","4,884,584","4,785,755","4,686,991","4,588,294","4,489,668","4,391,119","4,292,652","4,194,275","4,095,997","3,997,825","3,899,769","3,801,839","3,704,045","3,606,401","3,508,924","3,411,633","3,314,547","3,217,688","3,121,080","3,024,749","2,928,725","2,833,037","2,737,713","2,642,777","2,548,260","2,454,195","2,360,625","2,267,592","2,175,131","2,083,274","1,992,058","1,901,528","1,811,734","1,722,728","1,634,567","1,547,319","1,461,058","1,375,867","1,291,834","1,209,043","1,127,584","1,047,560","969,118","892,449","817,789","745,378","675,438","608,180","543,827","482,623","424,811","370,615","320,234","273,835","231,532","193,385","159,401","129,527","103,643","81,568","63,058","47,823","35,531","25,824","18,332","12,692","8,555","5,606","3,565","2,196"
2017,person_years_lived_above_age,female,"8,570,762","8,470,971","8,371,225","8,271,497","8,171,782","8,072,078","7,972,383","7,872,696","7,773,017","7,673,344","7,573,676","7,474,013","7,374,357","7,274,708","7,175,066","7,075,433","6,975,809","6,876,196","6,776,596","6,677,011","6,577,444","6,477,894","6,378,364","6,278,852","6,179,361","6,079,892","5,980,448","5,881,030","5,781,639","5,682,276","5,582,944","5,483,644","5,384,380","5,285,155","5,185,973","5,086,837","4,987,750","4,888,714","4,789,731","4,690,805","4,591,938","4,493,136","4,394,403","4,295,744","4,197,164","4,098,668","4,000,260","3,901,946","3,803,733","3,705,630","3,607,647","3,509,794","3,412,075","3,314,497","3,217,062","3,119,776","3,022,650","2,925,696","2,828,926","2,732,351","2,635,983","2,539,838","2,443,936","2,348,301","2,252,958","2,157,934","2,063,264","1,968,982","1,875,135","1,781,775","1,688,962","1,596,760","1,505,240","1,414,499","1,324,664","1,235,890","1,148,347","1,062,211","977,673","894,948","814,277","735,944","660,268","587,609","518,341","452,824","391,401","334,390","282,067","234,645","192,259","154,955","122,677","95,263","72,448","53,877","39,116","27,681","19,064","12,758","8,285"
2017,number_of_people_dying,both,274,21,15,12,11,11,10,9,7,7,7,7,8,9,11,13,17,21,24,25,27,28,30,32,35,38,40,42,44,46,49,51,53,57,61,65,69,74,80,87,93,101,110,119,131,143,157,171,189,209,227,245,259,274,293,319,348,373,394,417,447,482,520,560,605,659,717,787,857,932,"1,010","1,109","1,250","1,431","1,637","1,843","2,036","2,244","2,474","2,729","2,999","3,275","3,556","3,816","4,031","4,219","4,358","4,439","4,452","4,392","4,256","4,044","3,763","3,422","3,037","2,625","2,206","1,799","1,420","1,084","2,379"
2017,number_of_people_dying,male,302,21,16,13,13,13,13,11,9,8,8,8,9,10,12,16,22,28,31,33,34,37,40,44,47,50,53,56,58,61,63,65,66,69,73,79,86,95,102,111,120,131,143,158,176,195,216,238,263,292,322,351,377,402,433,473,517,556,588,621,661,710,761,815,876,948,"1,026","1,115","1,199","1,286","1,376","1,496","1,665","1,884","2,131","2,368","2,574","2,789","3,023","3,273","3,510","3,722","3,909","4,054","4,137","4,175","4,153","4,066","3,915","3,701","3,432","3,117","2,768","2,401","2,031","1,671","1,337","1,037",779,566,"1,086"
2017,number_of_people_dying,female,244,20,15,11,10,9,8,7,6,5,6,7,7,8,9,10,12,14,16,18,19,19,19,21,23,26,27,27,29,31,34,37,41,44,48,50,52,54,58,62,66,71,77,81,86,91,97,105,115,125,133,138,141,146,153,166,178,190,200,214,232,254,279,305,335,370,409,459,515,578,643,723,834,979,"1,142","1,318","1,498","1,699","1,925","2,186","2,488","2,828","3,204","3,578","3,926","4,262","4,563","4,811","4,990","5,084","5,080","4,971","4,757","4,443","4,043","3,578","3,075","2,560","2,062","1,603","3,672"
